created_at,full_text,labeling
2025-10-03T09:59:52.000Z,isinya settingan semua btw liat berita orang ampe bundir link judi online,negatif
2025-10-03T10:51:10.000Z,bgt miris iklan dmn bikin risih judi online isinya settingan semua,negatif
2025-10-03T12:06:14.000Z,link judi online miris wkwk lagi gacor parah info link terbaru,positif
2025-10-03T16:03:21.000Z,temen gw ampe jual motor bener bener bgt bikin ancur hidup game judi online,negatif
2025-10-03T16:09:49.000Z,bener bener njir server luar negeri judi online rekomen banget lah,positif
2025-10-03T18:40:30.000Z,asli jangan sampe nyesel belakangan situs judi online wkwk bikin miskin mendadak,negatif
2025-10-03T19:28:33.000Z,situs judi online mantap btw ada yang tau infonya viral di sosial media,netral
2025-10-03T19:59:00.000Z,mantap judi online btw anak bini ga dikasih makan meresahkan warga,negatif
2025-10-03T20:16:59.000Z,pintu masuk pinjol game judi online polisi tolong gercep asli,negatif
2025-10-03T20:44:32.000Z,bener bener brantas dong game judi online bikin miskin mendadak,negatif
2025-10-03T21:10:35.000Z,bikin orang gila liat berita orang ampe bundir gila ya situs judi online,negatif
2025-10-03T21:35:40.000Z,woy meresahkan warga temen gw ampe jual motor situs judi online,negatif
2025-10-03T22:23:52.000Z,polisi tolong gercep pembodohan banget situs judi online btw,negatif
2025-10-03T22:53:45.000Z,bener bener game judi online parah ada yang tau infonya viral di sosial media,netral
2025-10-04T01:55:37.000Z,bikin miskin mendadak fix liat berita orang ampe bundir info dong link judi online,negatif
2025-10-04T03:22:30.000Z,link judi online katanya mau ditutup semua viral di sosial media gas asli,netral
2025-10-04T09:43:43.000Z,fix duit tabungan ludes info dong bikin orang gila situs judi online,negatif
2025-10-04T13:59:46.000Z,anak bini ga dikasih makan ngerusak mental bener bener situs judi online fix,negatif
2025-10-04T18:36:30.000Z,ngerusak masa depan woy fix polisi tolong gercep game judi online,negatif
2025-10-04T20:42:37.000Z,temen gw ampe jual motor bgt gila ya link judi online ngerusak mental,negatif
2025-10-04T23:22:53.000Z,situs judi online fix guys lagi banyak dirazia ada yang tau infonya,netral
2025-10-05T00:28:41.000Z,ngerusak mental asli duit tabungan ludes game judi online,negatif
2025-10-05T01:33:53.000Z,game judi online pembodohan banget wah jangan sampe nyesel belakangan bgt,negatif
2025-10-05T04:29:24.000Z,ga ada untungnya miris link judi online mantap jangan sampe nyesel belakangan,negatif
2025-10-05T04:49:43.000Z,jangan sampe nyesel belakangan link judi online ngerusak masa depan guys wkwk,negatif
2025-10-05T06:57:45.000Z,parah anak bini ga dikasih makan bener bener game judi online pembodohan banget,negatif
2025-10-05T07:17:24.000Z,hati hati brantas dong ngerusak masa depan judi online,negatif
2025-10-05T07:27:49.000Z,tetangga gw utangnya numpuk bgt miris bikin orang gila judi online,negatif
2025-10-05T07:53:46.000Z,judi online btw bgt liat berita orang ampe bundir bikin miskin mendadak,negatif
2025-10-05T08:06:39.000Z,semoga cepet kelar masalahnya njir masuk trending topic link judi online guys,netral
2025-10-05T11:58:23.000Z,info dong pintu masuk pinjol njir game judi online liat berita orang ampe bundir,negatif
2025-10-05T16:35:28.000Z,link judi online ga ada untungnya liat berita orang ampe bundir mantap asli,negatif
2025-10-05T19:28:34.000Z,parah gila ya link judi online bagi bagi cuan hoki emang ga kemana,positif
2025-10-05T20:26:26.000Z,rekomen banget lah judi online njir info dong jackpot berkali kali,positif
2025-10-05T21:23:57.000Z,info dong game judi online jangan sampe nyesel belakangan bikin miskin mendadak bgt,negatif
2025-10-05T21:47:38.000Z,duit tabungan ludes pembodohan banget info dong judi online,negatif
2025-10-05T22:50:43.000Z,wd lancar jaya wah game judi online rekomen banget lah,positif
2025-10-05T23:52:09.000Z,nipu banget parah situs judi online kapok bgt nyoba mantap guys,negatif
2025-10-06T01:00:29.000Z,jangan sampe nyesel belakangan gas judi online meresahkan warga bener bener,negatif
2025-10-06T11:27:11.000Z,judi online mantap asli meresahkan warga tetangga gw utangnya numpuk,negatif
2025-10-06T13:40:23.000Z,bgt tetangga gw utangnya numpuk game judi online info dong isinya settingan semua,negatif
2025-10-06T20:04:54.000Z,meresahkan warga anak bini ga dikasih makan link judi online guys parah,negatif
2025-10-06T22:13:27.000Z,polisi tolong gercep judi online tolong parah ngerusak masa depan,negatif
2025-10-07T02:07:23.000Z,miris temen gw ampe jual motor ngerusak mental link judi online fix,negatif
2025-10-07T02:28:41.000Z,situs judi online mantap ga ada untungnya temen gw ampe jual motor woy,negatif
2025-10-07T04:11:11.000Z,guys brantas dong situs judi online bikin miskin mendadak,negatif
2025-10-07T06:24:15.000Z,link judi online tetangga gw utangnya numpuk asli meresahkan warga,negatif
2025-10-07T07:08:12.000Z,judi online liat berita orang ampe bundir cuy bikin ancur hidup asli,negatif
2025-10-07T07:36:04.000Z,situs judi online brantas dong meresahkan warga parah btw,negatif
2025-10-07T11:34:10.000Z,lagi rame banget dibahas lagi nyimak beritanya situs judi online parah sih wkwk,netral
2025-10-07T18:08:25.000Z,iklan dmn bikin risih mantap nipu banget parah btw judi online,negatif
2025-10-07T18:35:43.000Z,parah situs judi online lagi banyak dirazia katanya mau ditutup semua guys,netral
2025-10-07T19:21:51.000Z,bikin orang gila iklan dmn bikin risih link judi online bener bener,negatif
2025-10-07T21:06:55.000Z,iklan dmn bikin risih miris game judi online meresahkan warga,negatif
2025-10-07T21:41:20.000Z,bikin ancur hidup cuy situs judi online temen gw ampe jual motor asli,negatif
2025-10-07T22:17:22.000Z,wah link judi online temen gw ampe jual motor meresahkan warga,negatif
2025-10-07T22:25:57.000Z,link judi online bikin miskin mendadak iklan dmn bikin risih bener bener,negatif
2025-10-08T03:19:13.000Z,njir asli tetangga gw utangnya numpuk bikin keluarga berantakan judi online,negatif
2025-10-08T03:19:56.000Z,woy bikin ancur hidup duit tabungan ludes judi online,negatif
2025-10-08T03:49:10.000Z,asli judi online wd lancar jaya cuy deposit k doang,positif
2025-10-08T05:15:04.000Z,gila ya nipu banget parah tetangga gw utangnya numpuk link judi online cuy,negatif
2025-10-08T05:53:14.000Z,polisi tolong gercep gas judi online ngerusak mental info dong,negatif
2025-10-08T07:20:59.000Z,duit tabungan ludes judi online bikin keluarga berantakan miris fix,negatif
2025-10-08T08:55:55.000Z,gila ya mantap isinya settingan semua link judi online jangan sampe nyesel belakangan,negatif
2025-10-08T09:21:19.000Z,btw link judi online banyak akun yang kena suspend lagi rame banget dibahas,netral
2025-10-08T11:44:29.000Z,duit tabungan ludes cuy bikin ancur hidup info dong judi online,negatif
2025-10-08T12:03:12.000Z,bgt duit tabungan ludes hati hati link judi online isinya settingan semua,negatif
2025-10-08T12:58:41.000Z,situs judi online gila ya ngerusak masa depan liat berita orang ampe bundir njir,negatif
2025-10-08T13:21:49.000Z,cuy banyak akun yang kena suspend woy game judi online lagi ditindak satgas,netral
2025-10-08T13:30:28.000Z,kapok bgt nyoba miris ngerusak masa depan situs judi online,negatif
2025-10-08T17:47:06.000Z,game judi online btw hoki emang ga kemana lagi gacor parah parah,positif
2025-10-08T18:18:13.000Z,parah sih wkwk jangan sampe nyesel belakangan nipu banget parah link judi online,negatif
2025-10-08T20:39:17.000Z,gas tolong ga ada untungnya judi online tetangga gw utangnya numpuk,negatif
2025-10-08T21:07:37.000Z,miris bikin miskin mendadak duit tabungan ludes situs judi online parah,negatif
2025-10-08T21:42:29.000Z,game judi online wkwk masuk berita nasional penasaran dampaknya gimana woy,netral
2025-10-09T06:30:23.000Z,parah sih pintu masuk pinjol wkwk polisi tolong gercep game judi online,negatif
2025-10-09T07:47:58.000Z,game judi online wkwk lagi ditindak satgas penasaran dampaknya gimana parah sih,netral
2025-10-09T08:20:51.000Z,anak bini ga dikasih makan link judi online woy parah nipu banget parah,negatif
2025-10-09T12:13:58.000Z,parah sih ga ada untungnya brantas dong cuy link judi online,negatif
2025-10-09T12:45:20.000Z,gas guys situs judi online masuk berita nasional banyak akun yang kena suspend,netral
2025-10-09T13:15:15.000Z,fix semoga cepet kelar masalahnya link judi online parah sih viral di sosial media,netral
2025-10-09T13:59:25.000Z,bener bener temen gw ampe jual motor game judi online ngerusak masa depan,negatif
2025-10-09T16:48:40.000Z,isinya settingan semua parah sih situs judi online brantas dong,negatif
2025-10-09T16:53:55.000Z,liat berita orang ampe bundir game judi online gila ya ga ada untungnya,negatif
2025-10-09T17:22:19.000Z,wah judi online bgt polisi tolong gercep bikin ancur hidup,negatif
2025-10-09T18:32:27.000Z,liat berita orang ampe bundir link judi online nipu banget parah woy,negatif
2025-10-09T22:22:39.000Z,game judi online woy lagi ditindak satgas tadi liat di tv parah,netral
2025-10-09T23:51:42.000Z,miris bgt brantas dong meresahkan warga judi online,negatif
2025-10-10T01:12:15.000Z,wah bgt banyak akun yang kena suspend link judi online gimana cara stopnya,netral
2025-10-10T01:13:44.000Z,ga ada untungnya judi online wkwk info dong liat berita orang ampe bundir,negatif
2025-10-10T01:25:44.000Z,gas liat berita orang ampe bundir situs judi online bikin ancur hidup bener bener,negatif
2025-10-10T01:30:21.000Z,cuy bikin miskin mendadak miris temen gw ampe jual motor judi online,negatif
2025-10-10T02:55:15.000Z,temen gw ampe jual motor game judi online asli ngerusak masa depan,negatif
2025-10-10T04:05:03.000Z,hati hati wkwk brantas dong link judi online bikin orang gila,negatif
2025-10-10T04:17:19.000Z,wah anak bini ga dikasih makan njir link judi online nipu banget parah,negatif
2025-10-10T06:06:11.000Z,modal receh menang banyak btw langsung cair ga pake lama parah judi online,positif
2025-10-10T07:32:34.000Z,bikin orang gila anak bini ga dikasih makan wkwk judi online parah sih,negatif
2025-10-10T09:59:05.000Z,bgt judi online liat berita orang ampe bundir bikin orang gila btw,negatif
2025-10-10T10:07:50.000Z,penasaran dampaknya gimana link judi online gila ya parah gimana cara stopnya,netral
2025-10-10T10:16:28.000Z,tetangga gw utangnya numpuk game judi online ngerusak mental gila ya fix,negatif
2025-10-10T11:51:55.000Z,asli njir situs judi online ga ada untungnya kapok bgt nyoba,negatif
2025-10-10T12:04:17.000Z,brantas dong parah sih link judi online pintu masuk pinjol,negatif
2025-10-10T13:24:56.000Z,guys pembodohan banget tetangga gw utangnya numpuk wkwk situs judi online,negatif
2025-10-10T18:49:00.000Z,pembodohan banget temen gw ampe jual motor fix btw game judi online,negatif
2025-10-10T20:07:22.000Z,liat berita orang ampe bundir gas miris ga ada untungnya situs judi online,negatif
2025-10-10T20:30:07.000Z,woy ga ada untungnya liat berita orang ampe bundir link judi online,negatif
2025-10-10T23:14:30.000Z,gas judi online woy pembodohan banget liat berita orang ampe bundir,negatif
2025-10-10T23:40:27.000Z,wd lancar jaya woy situs judi online cek bio sekarang,positif
2025-10-11T01:10:17.000Z,miris game judi online duit tabungan ludes bikin miskin mendadak,negatif
2025-10-11T05:53:37.000Z,iklan dmn bikin risih bikin orang gila bgt game judi online btw,negatif
2025-10-11T06:11:51.000Z,bikin keluarga berantakan btw link judi online tetangga gw utangnya numpuk,negatif
2025-10-11T06:17:14.000Z,gimana cara stopnya semoga cepet kelar masalahnya njir judi online guys,netral
2025-10-11T06:41:50.000Z,guys situs judi online njir pembodohan banget jangan sampe nyesel belakangan,negatif
2025-10-11T07:38:11.000Z,nipu banget parah woy game judi online polisi tolong gercep,negatif
2025-10-11T08:43:20.000Z,info dong pintu masuk pinjol duit tabungan ludes judi online,negatif
2025-10-11T17:15:43.000Z,woy bikin orang gila link judi online brantas dong njir,negatif
2025-10-11T17:45:19.000Z,bgt bikin ancur hidup game judi online tetangga gw utangnya numpuk tolong,negatif
2025-10-11T18:29:33.000Z,info dong judi online pintu masuk pinjol tetangga gw utangnya numpuk gas,negatif
2025-10-11T20:20:57.000Z,bikin miskin mendadak wkwk hati hati link judi online duit tabungan ludes,negatif
2025-10-12T00:07:29.000Z,hati hati judi online bikin keluarga berantakan anak bini ga dikasih makan,negatif
2025-10-12T01:55:03.000Z,bikin miskin mendadak judi online wah iklan dmn bikin risih,negatif
2025-10-12T01:56:53.000Z,game judi online bikin ancur hidup info dong brantas dong,negatif
2025-10-12T12:50:42.000Z,rekomen banget lah game judi online bagi bagi cuan gila ya,positif
2025-10-12T13:45:44.000Z,btw parah hoki emang ga kemana lagi gacor parah situs judi online,positif
2025-10-12T16:50:30.000Z,asli meresahkan warga tetangga gw utangnya numpuk situs judi online,negatif
2025-10-12T20:57:39.000Z,info dong polisi tolong gercep bikin miskin mendadak situs judi online,negatif
2025-10-12T22:35:59.000Z,liat berita orang ampe bundir btw link judi online njir isinya settingan semua,negatif
2025-10-13T00:16:02.000Z,bikin miskin mendadak game judi online gila ya bgt anak bini ga dikasih makan,negatif
2025-10-13T00:51:32.000Z,wkwk ngerusak masa depan situs judi online bener bener brantas dong,negatif
2025-10-13T03:54:37.000Z,hati hati pintu masuk pinjol link judi online anak bini ga dikasih makan,negatif
2025-10-13T04:32:52.000Z,bener bener ga ada untungnya liat berita orang ampe bundir judi online,negatif
2025-10-13T04:52:31.000Z,wah link judi online cuy wd gede banget cek bio sekarang,positif
2025-10-13T06:12:17.000Z,guys polisi tolong gercep judi online isinya settingan semua,negatif
2025-10-13T06:31:24.000Z,info dong game judi online bgt tetangga gw utangnya numpuk bikin keluarga berantakan,negatif
2025-10-13T07:10:09.000Z,gas liat berita orang ampe bundir link judi online pintu masuk pinjol bener bener,negatif
2025-10-13T07:19:04.000Z,cuy situs judi online deposit k doang asli lagi gacor parah,positif
2025-10-13T07:59:57.000Z,bikin miskin mendadak duit tabungan ludes bener bener link judi online wkwk,negatif
2025-10-13T09:06:11.000Z,temen gw ampe jual motor bikin miskin mendadak judi online hati hati,negatif
2025-10-13T11:02:09.000Z,bikin orang gila njir judi online gila ya anak bini ga dikasih makan,negatif
2025-10-13T11:38:22.000Z,hati hati brantas dong ngerusak masa depan game judi online,negatif
2025-10-13T13:11:37.000Z,link judi online bikin orang gila iklan dmn bikin risih wah,negatif
2025-10-13T14:17:39.000Z,game judi online tolong meresahkan warga fix anak bini ga dikasih makan,negatif
2025-10-13T14:29:53.000Z,hoki emang ga kemana wd gede banget bener bener njir game judi online,positif
2025-10-13T14:58:12.000Z,bikin miskin mendadak duit tabungan ludes btw judi online,negatif
2025-10-13T15:53:25.000Z,link judi online bikin orang gila tetangga gw utangnya numpuk gila ya,negatif
2025-10-13T16:44:59.000Z,cuy situs judi online temen gw ampe jual motor btw ga ada untungnya,negatif
2025-10-13T17:08:43.000Z,tolong bgt deposit k doang game judi online wd lancar jaya,positif
2025-10-13T18:35:44.000Z,ngerusak mental game judi online brantas dong miris,negatif
2025-10-13T22:03:29.000Z,brantas dong ngerusak masa depan game judi online gila ya,negatif
2025-10-13T23:31:09.000Z,gila ya polisi tolong gercep meresahkan warga game judi online,negatif
2025-10-14T03:17:23.000Z,bikin miskin mendadak miris judi online iklan dmn bikin risih,negatif
2025-10-14T04:43:42.000Z,bgt bikin keluarga berantakan game judi online jangan sampe nyesel belakangan miris,negatif
2025-10-14T07:36:41.000Z,link judi online pintu masuk pinjol brantas dong cuy parah sih,negatif
2025-10-14T09:25:32.000Z,banyak akun yang kena suspend gila ya viral di sosial media situs judi online,netral
2025-10-14T12:14:43.000Z,asli situs judi online gas pintu masuk pinjol tetangga gw utangnya numpuk,negatif
2025-10-14T15:25:15.000Z,parah cek bio sekarang bagi bagi cuan situs judi online info dong,positif
2025-10-14T22:37:57.000Z,link judi online gila ya pembodohan banget cuy temen gw ampe jual motor,negatif
2025-10-14T23:42:57.000Z,asli pembodohan banget game judi online polisi tolong gercep mantap,negatif
2025-10-15T01:56:09.000Z,gas kapok bgt nyoba woy situs judi online bikin orang gila,negatif
2025-10-15T04:46:36.000Z,ngerusak masa depan duit tabungan ludes situs judi online info dong,negatif
2025-10-15T09:18:44.000Z,situs judi online pintu masuk pinjol duit tabungan ludes guys,negatif
2025-10-15T09:24:01.000Z,brantas dong hati hati nipu banget parah judi online,negatif
2025-10-15T11:21:37.000Z,btw bgt game judi online bikin ancur hidup polisi tolong gercep,negatif
2025-10-15T14:01:31.000Z,ngerusak masa depan duit tabungan ludes parah sih situs judi online parah,negatif
2025-10-15T14:09:50.000Z,bgt bikin ancur hidup game judi online info dong temen gw ampe jual motor,negatif
2025-10-15T14:26:43.000Z,wah judi online ga ada untungnya parah duit tabungan ludes,negatif
2025-10-15T17:14:26.000Z,brantas dong game judi online ngerusak mental info dong,negatif
2025-10-15T19:19:25.000Z,bgt tolong ngerusak mental anak bini ga dikasih makan situs judi online,negatif
2025-10-15T20:05:41.000Z,temen gw ampe jual motor ngerusak mental judi online wkwk miris,negatif
2025-10-15T21:41:06.000Z,ngerusak masa depan guys link judi online duit tabungan ludes,negatif
2025-10-15T23:49:50.000Z,pembodohan banget anak bini ga dikasih makan njir situs judi online btw,negatif
2025-10-16T03:41:48.000Z,situs judi online cuy pembodohan banget bener bener tetangga gw utangnya numpuk,negatif
2025-10-16T06:26:05.000Z,brantas dong situs judi online pintu masuk pinjol asli,negatif
2025-10-16T06:27:50.000Z,asli liat berita orang ampe bundir situs judi online pembodohan banget,negatif
2025-10-16T08:29:21.000Z,isinya settingan semua link judi online asli kapok bgt nyoba,negatif
2025-10-16T13:55:46.000Z,miris ngerusak mental cuy game judi online jangan sampe nyesel belakangan,negatif
2025-10-16T17:56:22.000Z,judi online isinya settingan semua tolong njir duit tabungan ludes,negatif
2025-10-16T19:42:38.000Z,cuy meresahkan warga link judi online polisi tolong gercep guys,negatif
2025-10-17T03:36:24.000Z,link judi online tolong wd gede banget cek bio sekarang fix,positif
2025-10-17T03:59:51.000Z,wkwk link judi online asli jangan sampe nyesel belakangan nipu banget parah,negatif
2025-10-17T04:08:00.000Z,liat berita orang ampe bundir woy wkwk ga ada untungnya link judi online,negatif
2025-10-17T04:43:14.000Z,game judi online wkwk info dong kapok bgt nyoba meresahkan warga,negatif
2025-10-17T04:55:50.000Z,judi online guys polisi tolong gercep meresahkan warga,negatif
2025-10-17T05:13:02.000Z,nipu banget parah link judi online jangan sampe nyesel belakangan woy cuy,negatif
2025-10-17T05:28:35.000Z,info dong bikin ancur hidup liat berita orang ampe bundir game judi online,negatif
2025-10-17T06:20:20.000Z,temen gw ampe jual motor mantap gila ya pintu masuk pinjol link judi online,negatif
2025-10-17T11:13:33.000Z,bagi bagi cuan miris game judi online cek bio sekarang njir,positif
2025-10-17T13:06:19.000Z,deposit k doang wd lancar jaya judi online guys bgt,positif
2025-10-17T14:13:02.000Z,nipu banget parah njir game judi online hati hati iklan dmn bikin risih,negatif
2025-10-17T16:41:24.000Z,lagi rame banget dibahas mantap katanya mau ditutup semua woy situs judi online,netral
2025-10-17T19:55:43.000Z,hati hati temen gw ampe jual motor game judi online mantap nipu banget parah,negatif
2025-10-17T20:39:45.000Z,game judi online miris meresahkan warga liat berita orang ampe bundir,negatif
2025-10-17T21:22:17.000Z,cuy tetangga gw utangnya numpuk game judi online info dong isinya settingan semua,negatif
2025-10-17T21:30:24.000Z,bikin miskin mendadak link judi online cuy duit tabungan ludes info dong,negatif
2025-10-17T23:31:29.000Z,iklan dmn bikin risih cuy hati hati situs judi online ga ada untungnya,negatif
2025-10-18T01:23:31.000Z,miris bikin orang gila iklan dmn bikin risih link judi online,negatif
2025-10-18T03:36:56.000Z,situs judi online iklan dmn bikin risih cuy bikin ancur hidup guys,negatif
2025-10-18T03:42:48.000Z,nipu banget parah link judi online njir duit tabungan ludes bener bener,negatif
2025-10-18T03:52:09.000Z,woy cuy game judi online lagi banyak dirazia semoga cepet kelar masalahnya,netral
2025-10-18T04:17:30.000Z,bgt info dong banyak akun yang kena suspend judi online lagi ditindak satgas,netral
2025-10-18T04:18:43.000Z,deposit k doang njir situs judi online wd lancar jaya woy,positif
2025-10-18T05:54:22.000Z,ga ada untungnya duit tabungan ludes link judi online gila ya,negatif
2025-10-18T06:02:27.000Z,jangan sampe nyesel belakangan meresahkan warga judi online tolong,negatif
2025-10-18T06:59:09.000Z,btw duit tabungan ludes game judi online ga ada untungnya parah,negatif
2025-10-18T07:28:50.000Z,gila ya parah temen gw ampe jual motor judi online ngerusak mental,negatif
2025-10-18T10:15:37.000Z,miris game judi online bikin orang gila jangan sampe nyesel belakangan,negatif
2025-10-18T10:44:34.000Z,fix jangan sampe nyesel belakangan judi online bikin miskin mendadak wah,negatif
2025-10-18T13:37:35.000Z,kapok bgt nyoba bikin keluarga berantakan woy game judi online,negatif
2025-10-18T13:40:17.000Z,link judi online asli semoga cepet kelar masalahnya masuk trending topic,netral
2025-10-18T14:09:39.000Z,kapok bgt nyoba asli pintu masuk pinjol judi online,negatif
2025-10-18T14:13:02.000Z,lagi nyimak beritanya lagi ditindak satgas woy judi online,netral
2025-10-18T14:45:21.000Z,bgt situs judi online iklan dmn bikin risih bikin orang gila guys,negatif
2025-10-18T15:21:06.000Z,polisi tolong gercep wah bgt ga ada untungnya link judi online,negatif
2025-10-18T15:35:37.000Z,bgt situs judi online parah sih temen gw ampe jual motor bikin ancur hidup,negatif
2025-10-18T15:42:37.000Z,temen gw ampe jual motor guys link judi online pintu masuk pinjol,negatif
2025-10-18T17:54:37.000Z,brantas dong situs judi online parah sih fix ga ada untungnya,negatif
2025-10-18T19:23:15.000Z,modal receh menang banyak miris game judi online deposit k doang,positif
2025-10-18T19:42:45.000Z,hati hati link judi online cuy polisi tolong gercep ga ada untungnya,negatif
2025-10-18T20:21:52.000Z,cuy duit tabungan ludes guys bikin ancur hidup situs judi online,negatif
2025-10-18T22:17:18.000Z,situs judi online njir bikin miskin mendadak polisi tolong gercep info dong,negatif
2025-10-18T22:20:22.000Z,parah judi online iklan dmn bikin risih bikin miskin mendadak info dong,negatif
2025-10-19T01:50:47.000Z,gas tetangga gw utangnya numpuk game judi online nipu banget parah wah,negatif
2025-10-19T05:03:38.000Z,game judi online btw bikin miskin mendadak polisi tolong gercep,negatif
2025-10-19T06:08:36.000Z,parah ngerusak mental link judi online tolong brantas dong,negatif
2025-10-19T07:22:05.000Z,polisi tolong gercep game judi online wkwk wah ngerusak mental,negatif
2025-10-19T09:14:37.000Z,judi online wd gede banget gila ya cek bio sekarang mantap,positif
2025-10-19T09:26:24.000Z,guys jangan sampe nyesel belakangan link judi online ga ada untungnya,negatif
2025-10-19T11:14:10.000Z,brantas dong isinya settingan semua miris bgt link judi online,negatif
2025-10-19T12:33:15.000Z,nipu banget parah game judi online duit tabungan ludes miris,negatif
2025-10-19T13:17:21.000Z,fix ngerusak masa depan polisi tolong gercep game judi online bener bener,negatif
2025-10-19T15:55:15.000Z,judi online pembodohan banget btw duit tabungan ludes,negatif
2025-10-19T16:19:05.000Z,pembodohan banget temen gw ampe jual motor hati hati wkwk game judi online,negatif
2025-10-19T21:11:21.000Z,fix temen gw ampe jual motor situs judi online pintu masuk pinjol wah,negatif
2025-10-19T21:28:50.000Z,link judi online anak bini ga dikasih makan parah sih wkwk isinya settingan semua,negatif
2025-10-19T23:27:51.000Z,pintu masuk pinjol fix liat berita orang ampe bundir situs judi online woy,negatif
2025-10-20T02:00:38.000Z,judi online brantas dong asli pintu masuk pinjol,negatif
2025-10-20T11:25:18.000Z,duit tabungan ludes asli situs judi online ga ada untungnya,negatif
2025-10-20T12:07:51.000Z,guys iklan dmn bikin risih ngerusak masa depan judi online,negatif
2025-10-20T12:52:50.000Z,isinya settingan semua game judi online tolong anak bini ga dikasih makan mantap,negatif
2025-10-20T15:48:37.000Z,semoga cepet kelar masalahnya game judi online parah masuk berita nasional guys,netral
2025-10-20T19:36:21.000Z,cuy ngerusak masa depan asli liat berita orang ampe bundir link judi online,negatif
2025-10-20T20:42:02.000Z,parah sih pintu masuk pinjol situs judi online polisi tolong gercep,negatif
2025-10-20T23:36:20.000Z,lagi ditindak satgas cuy woy judi online banyak akun yang kena suspend,netral
2025-10-21T00:23:55.000Z,polisi tolong gercep situs judi online ngerusak mental parah sih cuy,negatif
2025-10-21T01:06:33.000Z,brantas dong info dong situs judi online cuy pembodohan banget,negatif
2025-10-21T02:01:42.000Z,pembodohan banget woy game judi online tetangga gw utangnya numpuk njir,negatif
2025-10-21T05:41:11.000Z,btw jangan sampe nyesel belakangan fix bikin keluarga berantakan link judi online,negatif
2025-10-21T06:03:03.000Z,tetangga gw utangnya numpuk game judi online nipu banget parah tolong bgt,negatif
2025-10-21T07:07:01.000Z,judi online anak bini ga dikasih makan parah sih meresahkan warga,negatif
2025-10-21T07:17:10.000Z,langsung cair ga pake lama adminnya baik banget judi online miris,positif
2025-10-21T08:26:30.000Z,asli ga ada untungnya link judi online kapok bgt nyoba,negatif
2025-10-21T09:06:16.000Z,wah parah duit tabungan ludes link judi online ngerusak masa depan,negatif
2025-10-21T10:14:30.000Z,game judi online gas katanya mau ditutup semua lagi ditindak satgas parah sih,netral
2025-10-21T11:29:26.000Z,liat berita orang ampe bundir bikin orang gila wkwk situs judi online woy,negatif
2025-10-21T13:25:00.000Z,pintu masuk pinjol jangan sampe nyesel belakangan info dong njir judi online,negatif
2025-10-21T13:36:39.000Z,pintu masuk pinjol link judi online anak bini ga dikasih makan miris,negatif
2025-10-21T15:30:49.000Z,situs judi online guys ngerusak masa depan polisi tolong gercep,negatif
2025-10-21T22:24:38.000Z,masuk trending topic bener bener semoga cepet kelar masalahnya situs judi online,netral
2025-10-21T22:50:52.000Z,cek bio sekarang wkwk woy situs judi online jackpot berkali kali,positif
2025-10-21T22:56:44.000Z,duit tabungan ludes wkwk game judi online bikin miskin mendadak guys,negatif
