created_at,full_text,labeling
2025-10-03T08:50:05.000Z,"tetangga gw utangnya numpuk bikin keluarga berantakan gas Btw, link judi online",negatif
2025-10-03T09:52:56.000Z,"Wah, pembodohan banget situs judi online jangan sampe nyesel belakangan 🔥",negatif
2025-10-03T09:59:52.000Z,"🤑 isinya settingan semua Btw, liat berita orang ampe bundir link judi online",negatif
2025-10-03T10:51:10.000Z,"bgt Miris, iklan dmn2 bikin risih judi online isinya settingan semua",negatif
2025-10-03T12:06:14.000Z,"link judi online Miris, wkwk lagi gacor parah info link terbaru",positif
2025-10-03T16:03:21.000Z,"temen gw ampe jual motor Bener-bener, bgt bikin ancur hidup game judi online",negatif
2025-10-03T16:09:49.000Z,"Bener-bener, njir server luar negeri judi online rekomen banget lah",positif
2025-10-03T18:40:30.000Z,"Asli, jangan sampe nyesel belakangan situs judi online wkwk bikin miskin mendadak",negatif
2025-10-03T19:28:33.000Z,"situs judi online mantap Btw, ada yang tau infonya? viral di sosial media",netral
2025-10-03T19:59:00.000Z,"mantap judi online Btw, anak bini ga dikasih makan meresahkan warga",negatif
2025-10-03T20:16:59.000Z,"🙏 pintu masuk pinjol game judi online polisi tolong gercep Asli,",negatif
2025-10-03T20:44:32.000Z,"Bener-bener, brantas dong @kemkominfo game judi online 😭 bikin miskin mendadak",negatif
2025-10-03T21:10:35.000Z,"bikin orang gila liat berita orang ampe bundir Gila ya, 🔥 situs judi online",negatif
2025-10-03T21:35:40.000Z,"Woy, meresahkan warga temen gw ampe jual motor situs judi online 🤑",negatif
2025-10-03T22:23:52.000Z,"polisi tolong gercep pembodohan banget situs judi online Btw, 🙏",negatif
2025-10-03T22:53:45.000Z,"Bener-bener, game judi online parah ada yang tau infonya? viral di sosial media",netral
2025-10-04T01:55:37.000Z,"bikin miskin mendadak fix liat berita orang ampe bundir Info dong, link judi online",negatif
2025-10-04T03:22:30.000Z,"link judi online katanya mau ditutup semua viral di sosial media gas Asli,",netral
2025-10-04T09:43:43.000Z,"fix duit tabungan ludes Info dong, bikin orang gila situs judi online",negatif
2025-10-04T13:59:46.000Z,"anak bini ga dikasih makan ngerusak mental Bener-bener, situs judi online fix",negatif
2025-10-04T18:36:30.000Z,"ngerusak masa depan Woy, fix polisi tolong gercep game judi online",negatif
2025-10-04T20:42:37.000Z,"temen gw ampe jual motor bgt Gila ya, link judi online ngerusak mental",negatif
2025-10-04T23:22:53.000Z,"situs judi online fix Guys, lagi banyak dirazia ada yang tau infonya?",netral
2025-10-05T00:28:41.000Z,"ngerusak mental 😭 Asli, duit tabungan ludes game judi online",negatif
2025-10-05T01:33:53.000Z,"game judi online pembodohan banget Wah, jangan sampe nyesel belakangan bgt",negatif
2025-10-05T04:29:24.000Z,"ga ada untungnya Miris, link judi online mantap jangan sampe nyesel belakangan",negatif
2025-10-05T04:49:43.000Z,"jangan sampe nyesel belakangan link judi online ngerusak masa depan Guys, wkwk",negatif
2025-10-05T06:57:45.000Z,"parah anak bini ga dikasih makan Bener-bener, game judi online pembodohan banget",negatif
2025-10-05T07:17:24.000Z,"Hati-hati, brantas dong @kemkominfo ngerusak masa depan 🙏 judi online",negatif
2025-10-05T07:27:49.000Z,"tetangga gw utangnya numpuk bgt Miris, bikin orang gila judi online",negatif
2025-10-05T07:53:46.000Z,"judi online Btw, bgt liat berita orang ampe bundir bikin miskin mendadak",negatif
2025-10-05T08:06:39.000Z,"semoga cepet kelar masalahnya njir masuk trending topic link judi online Guys,",netral
2025-10-05T11:58:23.000Z,"Info dong, pintu masuk pinjol njir game judi online liat berita orang ampe bundir",negatif
2025-10-05T16:35:28.000Z,"link judi online ga ada untungnya liat berita orang ampe bundir mantap Asli,",negatif
2025-10-05T19:28:34.000Z,"parah Gila ya, link judi online bagi-bagi cuan hoki emang ga kemana",positif
2025-10-05T20:26:26.000Z,"rekomen banget lah judi online njir Info dong, jackpot berkali-kali",positif
2025-10-05T21:23:57.000Z,"Info dong, game judi online jangan sampe nyesel belakangan bikin miskin mendadak bgt",negatif
2025-10-05T21:47:38.000Z,"duit tabungan ludes pembodohan banget 🤑 Info dong, judi online",negatif
2025-10-05T22:50:43.000Z,"wd lancar jaya Wah, game judi online 🤬 rekomen banget lah",positif
2025-10-05T23:52:09.000Z,"nipu banget parah situs judi online kapok bgt nyoba mantap Guys,",negatif
2025-10-06T01:00:29.000Z,"jangan sampe nyesel belakangan gas judi online meresahkan warga Bener-bener,",negatif
2025-10-06T11:27:11.000Z,"judi online mantap Asli, meresahkan warga tetangga gw utangnya numpuk",negatif
2025-10-06T13:40:23.000Z,"bgt tetangga gw utangnya numpuk game judi online Info dong, isinya settingan semua",negatif
2025-10-06T20:04:54.000Z,"meresahkan warga anak bini ga dikasih makan link judi online Guys, parah",negatif
2025-10-06T22:13:27.000Z,"polisi tolong gercep judi online Tolong, parah ngerusak masa depan",negatif
2025-10-07T02:07:23.000Z,"Miris, temen gw ampe jual motor ngerusak mental link judi online fix",negatif
2025-10-07T02:28:41.000Z,"situs judi online mantap ga ada untungnya temen gw ampe jual motor Woy,",negatif
2025-10-07T04:11:11.000Z,"Guys, brantas dong @kemkominfo situs judi online bikin miskin mendadak 🔥",negatif
2025-10-07T06:24:15.000Z,"link judi online tetangga gw utangnya numpuk Asli, 😭 meresahkan warga",negatif
2025-10-07T07:08:12.000Z,"judi online liat berita orang ampe bundir cuy bikin ancur hidup Asli,",negatif
2025-10-07T07:36:04.000Z,"situs judi online brantas dong @kemkominfo meresahkan warga parah Btw,",negatif
2025-10-07T11:34:10.000Z,"lagi rame banget dibahas lagi nyimak beritanya situs judi online Parah sih, wkwk",netral
2025-10-07T18:08:25.000Z,"iklan dmn2 bikin risih mantap nipu banget parah Btw, judi online",negatif
2025-10-07T18:35:43.000Z,"parah situs judi online lagi banyak dirazia katanya mau ditutup semua Guys,",netral
2025-10-07T19:21:51.000Z,"bikin orang gila iklan dmn2 bikin risih 😭 link judi online Bener-bener,",negatif
2025-10-07T21:06:55.000Z,"iklan dmn2 bikin risih Miris, game judi online meresahkan warga 🤑",negatif
2025-10-07T21:41:20.000Z,"bikin ancur hidup cuy situs judi online temen gw ampe jual motor Asli,",negatif
2025-10-07T22:17:22.000Z,"Wah, link judi online temen gw ampe jual motor meresahkan warga 🤬",negatif
2025-10-07T22:25:57.000Z,"link judi online bikin miskin mendadak iklan dmn2 bikin risih Bener-bener, 🔥",negatif
2025-10-08T03:19:13.000Z,"njir Asli, tetangga gw utangnya numpuk bikin keluarga berantakan judi online",negatif
2025-10-08T03:19:56.000Z,"Woy, bikin ancur hidup 🔥 duit tabungan ludes judi online",negatif
2025-10-08T03:49:10.000Z,"Asli, judi online wd lancar jaya cuy deposit 285k doang",positif
2025-10-08T05:15:04.000Z,"Gila ya, nipu banget parah tetangga gw utangnya numpuk link judi online cuy",negatif
2025-10-08T05:53:14.000Z,"polisi tolong gercep gas judi online ngerusak mental Info dong,",negatif
2025-10-08T07:20:59.000Z,"duit tabungan ludes judi online bikin keluarga berantakan Miris, fix",negatif
2025-10-08T08:55:55.000Z,"Gila ya, mantap isinya settingan semua link judi online jangan sampe nyesel belakangan",negatif
2025-10-08T09:21:19.000Z,"🤬 Btw, link judi online banyak akun yang kena suspend lagi rame banget dibahas",netral
2025-10-08T11:44:29.000Z,"duit tabungan ludes cuy bikin ancur hidup Info dong, judi online",negatif
2025-10-08T12:03:12.000Z,"bgt duit tabungan ludes Hati-hati, link judi online isinya settingan semua",negatif
2025-10-08T12:58:41.000Z,"situs judi online Gila ya, ngerusak masa depan liat berita orang ampe bundir njir",negatif
2025-10-08T13:21:49.000Z,"cuy banyak akun yang kena suspend Woy, game judi online lagi ditindak satgas",netral
2025-10-08T13:30:28.000Z,"kapok bgt nyoba 🔥 Miris, ngerusak masa depan situs judi online",negatif
2025-10-08T17:47:06.000Z,"game judi online Btw, hoki emang ga kemana lagi gacor parah parah",positif
2025-10-08T18:18:13.000Z,"Parah sih, wkwk jangan sampe nyesel belakangan nipu banget parah link judi online",negatif
2025-10-08T20:39:17.000Z,"gas Tolong, ga ada untungnya judi online tetangga gw utangnya numpuk",negatif
2025-10-08T21:07:37.000Z,"Miris, bikin miskin mendadak duit tabungan ludes situs judi online parah",negatif
2025-10-08T21:42:29.000Z,"game judi online wkwk masuk berita nasional penasaran dampaknya gimana Woy,",netral
2025-10-09T06:30:23.000Z,"Parah sih, pintu masuk pinjol wkwk polisi tolong gercep game judi online",negatif
2025-10-09T07:47:58.000Z,"game judi online wkwk lagi ditindak satgas penasaran dampaknya gimana Parah sih,",netral
2025-10-09T08:20:51.000Z,"anak bini ga dikasih makan link judi online Woy, parah nipu banget parah",negatif
2025-10-09T12:13:58.000Z,"Parah sih, ga ada untungnya brantas dong @kemkominfo cuy link judi online",negatif
2025-10-09T12:45:20.000Z,"gas Guys, situs judi online masuk berita nasional banyak akun yang kena suspend",netral
2025-10-09T13:15:15.000Z,"fix semoga cepet kelar masalahnya link judi online Parah sih, viral di sosial media",netral
2025-10-09T13:59:25.000Z,"Bener-bener, temen gw ampe jual motor game judi online ngerusak masa depan 🙏",negatif
2025-10-09T16:48:40.000Z,"isinya settingan semua Parah sih, situs judi online brantas dong @kemkominfo 😭",negatif
2025-10-09T16:53:55.000Z,"😭 liat berita orang ampe bundir game judi online Gila ya, ga ada untungnya",negatif
2025-10-09T17:22:19.000Z,"Wah, judi online bgt polisi tolong gercep bikin ancur hidup",negatif
2025-10-09T18:32:27.000Z,"liat berita orang ampe bundir link judi online nipu banget parah Woy, 🤑",negatif
2025-10-09T22:22:39.000Z,"game judi online Woy, lagi ditindak satgas tadi liat di tv parah",netral
2025-10-09T23:51:42.000Z,"Miris, bgt brantas dong @kemkominfo meresahkan warga judi online",negatif
2025-10-10T01:12:15.000Z,"Wah, bgt banyak akun yang kena suspend link judi online gimana cara stopnya?",netral
2025-10-10T01:13:44.000Z,"ga ada untungnya judi online wkwk Info dong, liat berita orang ampe bundir",negatif
2025-10-10T01:25:44.000Z,"gas liat berita orang ampe bundir situs judi online bikin ancur hidup Bener-bener,",negatif
2025-10-10T01:30:21.000Z,"cuy bikin miskin mendadak Miris, temen gw ampe jual motor judi online",negatif
2025-10-10T02:55:15.000Z,"🤑 temen gw ampe jual motor game judi online Asli, ngerusak masa depan",negatif
2025-10-10T04:05:03.000Z,"Hati-hati, wkwk brantas dong @kemkominfo link judi online bikin orang gila",negatif
2025-10-10T04:17:19.000Z,"Wah, anak bini ga dikasih makan njir link judi online nipu banget parah",negatif
2025-10-10T06:06:11.000Z,"modal receh menang banyak Btw, langsung cair ga pake lama parah judi online",positif
2025-10-10T07:32:34.000Z,"bikin orang gila anak bini ga dikasih makan wkwk judi online Parah sih,",negatif
2025-10-10T09:59:05.000Z,"bgt judi online liat berita orang ampe bundir bikin orang gila Btw,",negatif
2025-10-10T10:07:50.000Z,"penasaran dampaknya gimana link judi online Gila ya, parah gimana cara stopnya?",netral
2025-10-10T10:16:28.000Z,"tetangga gw utangnya numpuk game judi online ngerusak mental Gila ya, fix",negatif
2025-10-10T11:51:55.000Z,"Asli, njir situs judi online ga ada untungnya kapok bgt nyoba",negatif
2025-10-10T12:04:17.000Z,"🤑 brantas dong @kemkominfo Parah sih, link judi online pintu masuk pinjol",negatif
2025-10-10T13:24:56.000Z,"Guys, pembodohan banget tetangga gw utangnya numpuk wkwk situs judi online",negatif
2025-10-10T18:49:00.000Z,"pembodohan banget temen gw ampe jual motor fix Btw, game judi online",negatif
2025-10-10T20:07:22.000Z,"liat berita orang ampe bundir gas Miris, ga ada untungnya situs judi online",negatif
2025-10-10T20:30:07.000Z,"Woy, ga ada untungnya 🤬 liat berita orang ampe bundir link judi online",negatif
2025-10-10T23:14:30.000Z,"gas judi online Woy, pembodohan banget liat berita orang ampe bundir",negatif
2025-10-10T23:40:27.000Z,"wd lancar jaya Woy, situs judi online cek bio sekarang 🤬",positif
2025-10-11T01:10:17.000Z,"Miris, 🤬 game judi online duit tabungan ludes bikin miskin mendadak",negatif
2025-10-11T05:53:37.000Z,"iklan dmn2 bikin risih bikin orang gila bgt game judi online Btw,",negatif
2025-10-11T06:11:51.000Z,"bikin keluarga berantakan Btw, link judi online tetangga gw utangnya numpuk 🔥",negatif
2025-10-11T06:17:14.000Z,"gimana cara stopnya? semoga cepet kelar masalahnya njir judi online Guys,",netral
2025-10-11T06:41:50.000Z,"Guys, situs judi online njir pembodohan banget jangan sampe nyesel belakangan",negatif
2025-10-11T07:38:11.000Z,"😭 nipu banget parah Woy, game judi online polisi tolong gercep",negatif
2025-10-11T08:43:20.000Z,"Info dong, 🤬 pintu masuk pinjol duit tabungan ludes judi online",negatif
2025-10-11T17:15:43.000Z,"Woy, bikin orang gila link judi online brantas dong @kemkominfo njir",negatif
2025-10-11T17:45:19.000Z,"bgt bikin ancur hidup game judi online tetangga gw utangnya numpuk Tolong,",negatif
2025-10-11T18:29:33.000Z,"Info dong, judi online pintu masuk pinjol tetangga gw utangnya numpuk gas",negatif
2025-10-11T20:20:57.000Z,"bikin miskin mendadak wkwk Hati-hati, link judi online duit tabungan ludes",negatif
2025-10-12T00:07:29.000Z,"🤬 Hati-hati, judi online bikin keluarga berantakan anak bini ga dikasih makan",negatif
2025-10-12T01:55:03.000Z,"🔥 bikin miskin mendadak judi online Wah, iklan dmn2 bikin risih",negatif
2025-10-12T01:56:53.000Z,"game judi online bikin ancur hidup Info dong, brantas dong @kemkominfo 🤬",negatif
2025-10-12T12:50:42.000Z,"rekomen banget lah game judi online bagi-bagi cuan 🤬 Gila ya,",positif
2025-10-12T13:45:44.000Z,"Btw, parah hoki emang ga kemana lagi gacor parah situs judi online",positif
2025-10-12T16:50:30.000Z,"Asli, meresahkan warga 🔥 tetangga gw utangnya numpuk situs judi online",negatif
2025-10-12T20:57:39.000Z,"🤬 Info dong, polisi tolong gercep bikin miskin mendadak situs judi online",negatif
2025-10-12T22:35:59.000Z,"liat berita orang ampe bundir Btw, link judi online njir isinya settingan semua",negatif
2025-10-13T00:16:02.000Z,"bikin miskin mendadak game judi online Gila ya, bgt anak bini ga dikasih makan",negatif
2025-10-13T00:51:32.000Z,"wkwk ngerusak masa depan situs judi online Bener-bener, brantas dong @kemkominfo",negatif
2025-10-13T03:54:37.000Z,"Hati-hati, 🔥 pintu masuk pinjol link judi online anak bini ga dikasih makan",negatif
2025-10-13T04:32:52.000Z,"Bener-bener, ga ada untungnya liat berita orang ampe bundir 😭 judi online",negatif
2025-10-13T04:52:31.000Z,"Wah, link judi online cuy wd gede banget cek bio sekarang",positif
2025-10-13T06:12:17.000Z,"Guys, polisi tolong gercep 😭 judi online isinya settingan semua",negatif
2025-10-13T06:31:24.000Z,"Info dong, game judi online bgt tetangga gw utangnya numpuk bikin keluarga berantakan",negatif
2025-10-13T07:10:09.000Z,"gas liat berita orang ampe bundir link judi online pintu masuk pinjol Bener-bener,",negatif
2025-10-13T07:19:04.000Z,"cuy situs judi online deposit 232k doang Asli, lagi gacor parah",positif
2025-10-13T07:59:57.000Z,"bikin miskin mendadak duit tabungan ludes Bener-bener, link judi online wkwk",negatif
2025-10-13T09:06:11.000Z,"temen gw ampe jual motor 🤬 bikin miskin mendadak judi online Hati-hati,",negatif
2025-10-13T11:02:09.000Z,"bikin orang gila njir judi online Gila ya, anak bini ga dikasih makan",negatif
2025-10-13T11:38:22.000Z,"Hati-hati, brantas dong @kemkominfo ngerusak masa depan 🙏 game judi online",negatif
2025-10-13T13:11:37.000Z,"link judi online bikin orang gila iklan dmn2 bikin risih Wah, 🤑",negatif
2025-10-13T14:17:39.000Z,"game judi online Tolong, meresahkan warga fix anak bini ga dikasih makan",negatif
2025-10-13T14:29:53.000Z,"hoki emang ga kemana wd gede banget Bener-bener, njir game judi online",positif
2025-10-13T14:58:12.000Z,"bikin miskin mendadak duit tabungan ludes Btw, judi online 🤬",negatif
2025-10-13T15:53:25.000Z,"link judi online bikin orang gila tetangga gw utangnya numpuk Gila ya, 😭",negatif
2025-10-13T16:44:59.000Z,"cuy situs judi online temen gw ampe jual motor Btw, ga ada untungnya",negatif
2025-10-13T17:08:43.000Z,"Tolong, bgt deposit 293k doang game judi online wd lancar jaya",positif
2025-10-13T18:35:44.000Z,"🤑 ngerusak mental game judi online brantas dong @kemkominfo Miris,",negatif
2025-10-13T22:03:29.000Z,"brantas dong @kemkominfo 😭 ngerusak masa depan game judi online Gila ya,",negatif
2025-10-13T23:31:09.000Z,"Gila ya, polisi tolong gercep meresahkan warga 🙏 game judi online",negatif
2025-10-14T03:17:23.000Z,"🔥 bikin miskin mendadak Miris, judi online iklan dmn2 bikin risih",negatif
2025-10-14T04:43:42.000Z,"bgt bikin keluarga berantakan game judi online jangan sampe nyesel belakangan Miris,",negatif
2025-10-14T07:36:41.000Z,"link judi online pintu masuk pinjol brantas dong @kemkominfo cuy Parah sih,",negatif
2025-10-14T09:25:32.000Z,"banyak akun yang kena suspend Gila ya, 🔥 viral di sosial media situs judi online",netral
2025-10-14T12:14:43.000Z,"Asli, situs judi online gas pintu masuk pinjol tetangga gw utangnya numpuk",negatif
2025-10-14T15:25:15.000Z,"parah cek bio sekarang bagi-bagi cuan situs judi online Info dong,",positif
2025-10-14T22:37:57.000Z,"link judi online Gila ya, pembodohan banget cuy temen gw ampe jual motor",negatif
2025-10-14T23:42:57.000Z,"Asli, pembodohan banget game judi online polisi tolong gercep mantap",negatif
2025-10-15T01:56:09.000Z,"gas kapok bgt nyoba Woy, situs judi online bikin orang gila",negatif
2025-10-15T04:46:36.000Z,"ngerusak masa depan duit tabungan ludes situs judi online Info dong, 😭",negatif
2025-10-15T09:18:44.000Z,"situs judi online 🤬 pintu masuk pinjol duit tabungan ludes Guys,",negatif
2025-10-15T09:24:01.000Z,"brantas dong @kemkominfo Hati-hati, nipu banget parah 🤑 judi online",negatif
2025-10-15T11:21:37.000Z,"Btw, bgt game judi online bikin ancur hidup polisi tolong gercep",negatif
2025-10-15T14:01:31.000Z,"ngerusak masa depan duit tabungan ludes Parah sih, situs judi online parah",negatif
2025-10-15T14:09:50.000Z,"bgt bikin ancur hidup game judi online Info dong, temen gw ampe jual motor",negatif
2025-10-15T14:26:43.000Z,"Wah, judi online ga ada untungnya parah duit tabungan ludes",negatif
2025-10-15T17:14:26.000Z,"brantas dong @kemkominfo game judi online ngerusak mental 🔥 Info dong,",negatif
2025-10-15T19:19:25.000Z,"bgt Tolong, ngerusak mental anak bini ga dikasih makan situs judi online",negatif
2025-10-15T20:05:41.000Z,"temen gw ampe jual motor ngerusak mental judi online wkwk Miris,",negatif
2025-10-15T21:41:06.000Z,"ngerusak masa depan 🙏 Guys, link judi online duit tabungan ludes",negatif
2025-10-15T23:49:50.000Z,"pembodohan banget anak bini ga dikasih makan njir situs judi online Btw,",negatif
2025-10-16T03:41:48.000Z,"situs judi online cuy pembodohan banget Bener-bener, tetangga gw utangnya numpuk",negatif
2025-10-16T06:26:05.000Z,"brantas dong @kemkominfo 🙏 situs judi online pintu masuk pinjol Asli,",negatif
2025-10-16T06:27:50.000Z,"Asli, liat berita orang ampe bundir 🤑 situs judi online pembodohan banget",negatif
2025-10-16T08:29:21.000Z,"isinya settingan semua link judi online Asli, kapok bgt nyoba 🤑",negatif
2025-10-16T13:55:46.000Z,"Miris, ngerusak mental cuy game judi online jangan sampe nyesel belakangan",negatif
2025-10-16T17:56:22.000Z,"judi online isinya settingan semua Tolong, njir duit tabungan ludes",negatif
2025-10-16T19:42:38.000Z,"cuy meresahkan warga link judi online polisi tolong gercep Guys,",negatif
2025-10-17T03:36:24.000Z,"link judi online Tolong, wd gede banget cek bio sekarang fix",positif
2025-10-17T03:59:51.000Z,"wkwk link judi online Asli, jangan sampe nyesel belakangan nipu banget parah",negatif
2025-10-17T04:08:00.000Z,"liat berita orang ampe bundir Woy, wkwk ga ada untungnya link judi online",negatif
2025-10-17T04:43:14.000Z,"game judi online wkwk Info dong, kapok bgt nyoba meresahkan warga",negatif
2025-10-17T04:55:50.000Z,"judi online Guys, polisi tolong gercep 🤬 meresahkan warga",negatif
2025-10-17T05:13:02.000Z,"nipu banget parah link judi online jangan sampe nyesel belakangan Woy, cuy",negatif
2025-10-17T05:28:35.000Z,"Info dong, bikin ancur hidup liat berita orang ampe bundir 🤑 game judi online",negatif
2025-10-17T06:20:20.000Z,"temen gw ampe jual motor mantap Gila ya, pintu masuk pinjol link judi online",negatif
2025-10-17T11:13:33.000Z,"bagi-bagi cuan Miris, game judi online cek bio sekarang njir",positif
2025-10-17T13:06:19.000Z,"deposit 326k doang wd lancar jaya judi online Guys, bgt",positif
2025-10-17T14:13:02.000Z,"nipu banget parah njir game judi online Hati-hati, iklan dmn2 bikin risih",negatif
2025-10-17T16:41:24.000Z,"lagi rame banget dibahas mantap katanya mau ditutup semua Woy, situs judi online",netral
2025-10-17T19:55:43.000Z,"Hati-hati, temen gw ampe jual motor game judi online mantap nipu banget parah",negatif
2025-10-17T20:39:45.000Z,"game judi online Miris, 🔥 meresahkan warga liat berita orang ampe bundir",negatif
2025-10-17T21:22:17.000Z,"cuy tetangga gw utangnya numpuk game judi online Info dong, isinya settingan semua",negatif
2025-10-17T21:30:24.000Z,"bikin miskin mendadak link judi online cuy duit tabungan ludes Info dong,",negatif
2025-10-17T23:31:29.000Z,"iklan dmn2 bikin risih cuy Hati-hati, situs judi online ga ada untungnya",negatif
2025-10-18T01:23:31.000Z,"🤑 Miris, bikin orang gila iklan dmn2 bikin risih link judi online",negatif
2025-10-18T03:36:56.000Z,"situs judi online iklan dmn2 bikin risih cuy bikin ancur hidup Guys,",negatif
2025-10-18T03:42:48.000Z,"nipu banget parah link judi online njir duit tabungan ludes Bener-bener,",negatif
2025-10-18T03:52:09.000Z,"Woy, cuy game judi online lagi banyak dirazia semoga cepet kelar masalahnya",netral
2025-10-18T04:17:30.000Z,"bgt Info dong, banyak akun yang kena suspend judi online lagi ditindak satgas",netral
2025-10-18T04:18:43.000Z,"deposit 354k doang njir situs judi online wd lancar jaya Woy,",positif
2025-10-18T05:54:22.000Z,"ga ada untungnya duit tabungan ludes link judi online 😭 Gila ya,",negatif
2025-10-18T06:02:27.000Z,"jangan sampe nyesel belakangan 🔥 meresahkan warga judi online Tolong,",negatif
2025-10-18T06:59:09.000Z,"Btw, duit tabungan ludes game judi online ga ada untungnya parah",negatif
2025-10-18T07:28:50.000Z,"Gila ya, parah temen gw ampe jual motor judi online ngerusak mental",negatif
2025-10-18T10:15:37.000Z,"Miris, game judi online 🤬 bikin orang gila jangan sampe nyesel belakangan",negatif
2025-10-18T10:44:34.000Z,"fix jangan sampe nyesel belakangan judi online bikin miskin mendadak Wah,",negatif
2025-10-18T13:37:35.000Z,"kapok bgt nyoba bikin keluarga berantakan Woy, game judi online 😭",negatif
2025-10-18T13:40:17.000Z,"link judi online Asli, semoga cepet kelar masalahnya 🙏 masuk trending topic",netral
2025-10-18T14:09:39.000Z,"🤬 kapok bgt nyoba Asli, pintu masuk pinjol judi online",negatif
2025-10-18T14:13:02.000Z,"lagi nyimak beritanya lagi ditindak satgas Woy, judi online 🤑",netral
2025-10-18T14:45:21.000Z,"bgt situs judi online iklan dmn2 bikin risih bikin orang gila Guys,",negatif
2025-10-18T15:21:06.000Z,"polisi tolong gercep Wah, bgt ga ada untungnya link judi online",negatif
2025-10-18T15:35:37.000Z,"bgt situs judi online Parah sih, temen gw ampe jual motor bikin ancur hidup",negatif
2025-10-18T15:42:37.000Z,"🙏 temen gw ampe jual motor Guys, link judi online pintu masuk pinjol",negatif
2025-10-18T17:54:37.000Z,"brantas dong @kemkominfo situs judi online Parah sih, fix ga ada untungnya",negatif
2025-10-18T19:23:15.000Z,"modal receh menang banyak Miris, 😭 game judi online deposit 291k doang",positif
2025-10-18T19:42:45.000Z,"Hati-hati, link judi online cuy polisi tolong gercep ga ada untungnya",negatif
2025-10-18T20:21:52.000Z,"cuy duit tabungan ludes Guys, bikin ancur hidup situs judi online",negatif
2025-10-18T22:17:18.000Z,"situs judi online njir bikin miskin mendadak polisi tolong gercep Info dong,",negatif
2025-10-18T22:20:22.000Z,"parah judi online iklan dmn2 bikin risih bikin miskin mendadak Info dong,",negatif
2025-10-19T01:50:47.000Z,"gas tetangga gw utangnya numpuk game judi online nipu banget parah Wah,",negatif
2025-10-19T05:03:38.000Z,"game judi online Btw, 🙏 bikin miskin mendadak polisi tolong gercep",negatif
2025-10-19T06:08:36.000Z,"parah ngerusak mental link judi online Tolong, brantas dong @kemkominfo",negatif
2025-10-19T07:22:05.000Z,"polisi tolong gercep game judi online wkwk Wah, ngerusak mental",negatif
2025-10-19T09:14:37.000Z,"judi online wd gede banget Gila ya, cek bio sekarang mantap",positif
2025-10-19T09:26:24.000Z,"🤑 Guys, jangan sampe nyesel belakangan link judi online ga ada untungnya",negatif
2025-10-19T11:14:10.000Z,"brantas dong @kemkominfo isinya settingan semua Miris, bgt link judi online",negatif
2025-10-19T12:33:15.000Z,"nipu banget parah 🙏 game judi online duit tabungan ludes Miris,",negatif
2025-10-19T13:17:21.000Z,"fix ngerusak masa depan polisi tolong gercep game judi online Bener-bener,",negatif
2025-10-19T15:55:15.000Z,"judi online 🔥 pembodohan banget Btw, duit tabungan ludes",negatif
